client,insured_name,contact_email,field_name,field_value,field_id,sync_date
"Block Real Estate Services, LLC",THE PROFESSIONAL GROUP / BRYAN TOREZ,,Vendor ID,7051,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",THE UNIQUE,,Vendor ID,7063,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",TOM DAVIDSON,,Vendor ID,7067,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",PREMIUM OUTLETS,,Vendor ID,7064,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",KATHY PHILLIPS,,Vendor ID,7068,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",STARBUCKS CORPORATION,,Vendor ID,7065,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CHIPOTLE MEXICAN GRILL,,Vendor ID,7066,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",H3 COUNSEL LLC,,Vendor ID,7069,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MOBLICO SOLUTIONS,,Vendor ID,7070,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",PAPA MURPHY'S / PAPA'S PARTNERS,,Vendor ID,7074,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MATTRESS FIRM,,Vendor ID,7072,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",THEODORE HABIGER AND RM 39 MIDTOWN,,Vendor ID,7071,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ROYAL GYROS (ROYAL DONUTS, LLC) / AHED KALIFA",,Vendor ID,7073,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BETALLIC, LLC",,Vendor ID,7076,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",DOLLAR TREE,,Vendor ID,7075,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CAMELOT CAR WASH,,Vendor ID,7077,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","WORLDWIDE EXPRESS / WWEX FRANCHISE HOLDINGS, LLC",,Vendor ID,7078,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",WELLSKY CORPORATION,,Vendor ID,7079,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",RBC MEDICAL INNOVATIONS / REVOLUTIONARY BUSINESS CONCEPTS,,Vendor ID,7080,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ARROWHEAD FORENSICS,,Vendor ID,7093,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","INFINITY FASTENERS, INC.",,Vendor ID,7095,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ADVANTAGE WAYPOINT, LLC",,Vendor ID,7097,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ALLY ENERGY SOLUTIONS, LLC",,Vendor ID,7096,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","KITCHEN AND BATH BY BRIGGS / BRIGGS, INC.",,Vendor ID,7098,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","JOHNSON CONTROLS FIRE PROTECTION, LP (FKA SIMPLEX GRINNELL)",,Vendor ID,7099,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",HERITAGE FIRST INC.,,Vendor ID,7101,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","IMS / INTEGRATED MANUFACTURING SOLUTIONS, LLC",,Vendor ID,7100,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","AGILITI HEALTH, INC.",,Vendor ID,7102,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","VIALS / GUNN & RICHARDS, INC.",,Vendor ID,7103,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ICON / PRA HEALTH SCIENCES / PHARMACEUTICAL RESEARCH ASSOCIATES, INC.",,Vendor ID,7104,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CEVA / BIOIMMUNE COMPANY,,Vendor ID,7105,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",SALTY IGUANA RESTAURANT,,Vendor ID,7107,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",SMART KARTON,,Vendor ID,7108,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",SHOE COVER MAGIC,,Vendor ID,7109,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",DISH NETWORK,,Vendor ID,7110,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",KANSAS CITY UROLOGY CARE,,Vendor ID,7111,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","SHELDON FLEISHMAN, DPM, PA",,Vendor ID,7112,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","METRO SPINE & REHAB PA (DR. GALATE) / PRECISION SPINE & ORTHOPEDIC SPECIALISTS, LLC",,Vendor ID,7129,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",KU NEUROLOGY  / UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,,Vendor ID,7130,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",DERMATOLOGY CONSULTANTS MIDWEST,,Vendor ID,7132,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ALLERGY & ASTHMA CARE,,Vendor ID,7133,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","JAY MAHAKALI, LLC",,Vendor ID,7134,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ICELAND CORPORATION,,Vendor ID,7136,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BISTRO / MARCIE, INC.",,Vendor ID,7137,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",TELLWORKS,,Vendor ID,7138,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",RAPID DEVELOPMENT,,Vendor ID,7139,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ORIGO EDUCATION,,Vendor ID,7140,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BASSIK SERVICES, INC.",,Vendor ID,7141,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","LUCKY DOOR, INC.",,Vendor ID,7142,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",THREE D METALS,Joan.Walters@BrittonGallagher.com,Vendor ID,7144,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CABINETS & GRANITE CREATIONS,,Vendor ID,7143,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","T-MOBILE USA, INC",,Vendor ID,7146,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",UMB N.A,,Vendor ID,7147,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BRAVE, LLC",,Vendor ID,7148,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","OFFICE MAX, INC. #472",,Vendor ID,7149,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","RAY'S DONUTS & DELI / 6TINOS, LLC",,Vendor ID,7150,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",RENT-A-CENTER,,Vendor ID,7151,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","CINGULAR WIRELESS, LLC ***SEE AT&T CORPORATION***",,Vendor ID,7152,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",SCHLOTZKY'S DELI,,Vendor ID,7156,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ACE CASH EXPRESS, INC.",,Vendor ID,7158,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",TOBACCO TOWN / TAMAKU LLC,,Vendor ID,7159,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",WOK & GRILL,,Vendor ID,7160,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",BEAUTY NAILS / MARTIN TRAN & TRINH NGUYEN,,Vendor ID,7161,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","H&R BLOCK / H&P OF TOPEKA, INC.",,Vendor ID,7162,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MURPHY'S LIQUOR/ FRED IN THE BED LLC,,Vendor ID,7163,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",KS HOME FURNISHINGS SALES & LEASE / SRW LLC,,Vendor ID,7164,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",TMBC (BASS PRO),,Vendor ID,7165,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",SOUTHWEST PLASTIC BINDING,,Vendor ID,7166,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ALSIDE SUPPLY / ASSOCIATED MATERIAL, INC.",,Vendor ID,7167,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",BATESVILLE CASKET CO.,,Vendor ID,7168,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",LANDSBERG - ORORA,,Vendor ID,7169,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","EVENTS DIRECT, INC.",,Vendor ID,7170,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MOHAWK,,Vendor ID,7171,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",BYK,,Vendor ID,7172,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",LANSING BUILDING PRODUCTS,,Vendor ID,7173,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",TRANE,,Vendor ID,7174,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",JON DON,,Vendor ID,7175,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","RGMI CONSULTANT / CENTRINEX, LLC",,Vendor ID,7176,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ENERSYS DELAWARE, INC.",,Vendor ID,7177,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",FEDEX,,Vendor ID,7178,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","B STREET COLLISION SHAWNEE, INC",skennedy@intrepiddirect.com,Vendor ID,7179,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","SUNFLOWER HEALTH PLAN / CENTENE MANAGEMENT COMPANY, LLC",,Vendor ID,7180,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","SUPPLEMENTAL HEALTH CARE / SHC SERVICES, INC",,Vendor ID,7181,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","FRONTIER JUSTICE / FJ LEGENDS, LLC",,Vendor ID,7182,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","REGAL STAFFING, LLC",,Vendor ID,7183,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",LABORMAX STAFFING / ANYTIME LABOR - KC METRO,,Vendor ID,7184,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",NDC HOMECARE,,Vendor ID,7185,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","SUBWAY REAL ESTATE, LLC",,Vendor ID,7186,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CASS COUNTY GUNS / BSP ENTERPRISES,,Vendor ID,7187,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",GAMESTOP,,Vendor ID,7189,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",LOTUS NAILS / ANDY QUOC DUONG,,Vendor ID,7188,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CROSSROADS COURIER,,Vendor ID,7194,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",THE SHOE DEPARTMENT / THE SHOE SHOW,,Vendor ID,7222,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CATO / THE CATO CORPORATION,,Vendor ID,7259,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",EL MAGUEY / EL PALO REDONDO LLC,,Vendor ID,7262,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",RED WOK CHINESE,,Vendor ID,7265,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","CRUISE MARKETING, INC.",,Vendor ID,7269,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",JEWELER'S BENCH,,Vendor ID,7268,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",DOMINOS PIZZA,,Vendor ID,7267,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","MCQUAID BROTHERS REMODELING CO., INC.",,Vendor ID,7270,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CARDINAL HEALTH,,Vendor ID,7271,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",VITAS HEALTHCARE CORPORATION MIDWEST,,Vendor ID,7273,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BONKERS / FEG BONKERS TOPEKA, LLC",,Vendor ID,7276,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","CASE SUPPLY AKA ISC SURFACES / INTERSTATE FLOORING, LLC",,Vendor ID,7278,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",BELLA SALON & DAY SPA / AKVANDONGE,,Vendor ID,7277,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",BUSINESS MANAGEMENT EXPERTS LLC,,Vendor ID,7457,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",SANDERS MANAGEMENT,,Vendor ID,7459,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",FIRST MIDWEST BANK,,Vendor ID,7465,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",WOODBRIDGE,,Vendor ID,7466,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","PROSHRED SECURITY / REDISHRED KS, INC. (FKA T2 HOLDINGS, LLC)",,Vendor ID,7467,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","JUNIOR LEAGUE OF WYANDOTTE AND JOHNSON COUNTIES IN KANSAS, INC.",,Vendor ID,7468,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","H&R BLOCK EASTERN TAX SVC., INC. / H&R BLOCK 24167",,Vendor ID,7469,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BCD, INC. / BATTERY COMPONENTS DISTRIBUTOR, INC",,Vendor ID,7470,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","TOOL SOURCE WAREHOUSE, INC.",,Vendor ID,7471,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","HENDERSON ENGINEERS, INC",,Vendor ID,7472,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",AMERIPRISE / SCHENCK THOMPSON & ASSOCIATES,,Vendor ID,7476,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BMO HARRIS COMMERCIAL BANKING / BMO HARRIS BANK, NA",,Vendor ID,7473,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ASURION, LLC",,Vendor ID,7474,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","IMPACT INTERIORS, LLC",,Vendor ID,7490,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","KC BRICK / SCHNEGELBERGER PROPERTIES, LLC",,Vendor ID,7491,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",TELAMON TECHNOLOGIES CORPORATION,,Vendor ID,7492,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","DIAMOND TOWEL AND SUPPLY COMPANY, LLC",,Vendor ID,7493,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","EMERSON ECOLOGICS, LLC",,Vendor ID,7495,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CREATIVE NAIL DESIGN & SPA / STEVEN LAM AND BANG NGUYEN,,Vendor ID,7494,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","TURN5, INC.",,Vendor ID,7496,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","THERMO FISCHER / REMEL, INC.",,Vendor ID,7497,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","URBAN HIP CHICK / GLAM RAGS, LLC",,Vendor ID,7499,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","HUSQVARNA CONSTRUCTION PRODUCTS NORTH AMERICA, INC.",,Vendor ID,7498,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CBS OUTDOOR INC,,Vendor ID,7501,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MARTINREA RIVERSIDE LLC,,Vendor ID,7500,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","INFRASOURCE, INC.",,Vendor ID,7503,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",SANDRA L. OUTLAW,,Vendor ID,7502,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MILAGRO DE VIDA,,Vendor ID,7504,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","THE JIMMY ADAMS AGENCY, INC. (FARMERS INS)",,Vendor ID,7506,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",GREAT CLIPS / IRIS CORPORATION,,Vendor ID,7507,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CENTRIC COURTESY,,Vendor ID,7509,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",GLOBAL GRANITE,,Vendor ID,7508,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CENTRIC KEEFE,,Vendor ID,7510,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","NOBLEMANS BARBER LOUNGE / KANSAS CITY BARBER GROUP, LLC",,Vendor ID,7511,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","UBS FINANCIAL SERVICES, INC.",,Vendor ID,7512,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","TRIAD CAPITAL ADVISORS, INC.",,Vendor ID,7513,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","RSM US, LLP",,Vendor ID,7515,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CROSSFIRST BANK,,Vendor ID,7516,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",BIG BISCUITS,,Vendor ID,7518,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",WING LOVERS / VEWISER L DIXON,,Vendor ID,7517,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","EXPERITEC, INC.",,Vendor ID,7520,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",JP MORGAN CHASE BANK,,Vendor ID,7523,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","MECHANICAL SALES MIDWEST, INC.",,Vendor ID,7519,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","WILLIS TOWERS WATSON / WILLIS OF GREATER KANSAS, INC",,Vendor ID,7521,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ASPEN PROPERTIES GROUP,,Vendor ID,7522,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",THE SUNDERLAND FOUNDATION,,Vendor ID,7524,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","MARINER HOLDINGS, LLC DBA MARINER WEALTH ADVISORS",,Vendor ID,7533,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ADVANCE AUTO STORE #4362 / WORLDPAC, INC",,Vendor ID,7534,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","DAL TILE / MOHAWK CARPET DISTRIBUTION, INC",,Vendor ID,7535,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",PEPPER JAX GRILL / BELTON NORTH CASS LLC,,Vendor ID,7536,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","HARBOR FREIGHT TOOLS USA, INC.",,Vendor ID,7537,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CASS COUNTY PUBLIC LIBRARY,,Vendor ID,7538,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",TACO BELL,,Vendor ID,7539,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ELEMENT MEDICAL IMAGING / IMAGING DEVELOPMENT PARTNERS, LLC",,Vendor ID,7541,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","JACKSON COUNTY IMAGING CENTER, PA",,Vendor ID,7540,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ENCOMPASS MEDICAL GROUP,,Vendor ID,7542,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BIO-MEDICAL APPLICATIONS OF MISSOURI, INC.  (FRESENIUS MEDICAL CARE)",,Vendor ID,7543,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",APPLEBEE'S BAR & GRILL / APPLE CENTRAL LLC,,Vendor ID,7545,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","NTV-NATIONAL TV SALES & RENTALS / AARON RENTS, INC.",,Vendor ID,7546,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",PETSENSE LLC,,Vendor ID,7547,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","SHOE SENSATION, INC.",,Vendor ID,7548,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",FRESENIUS MEDICAL CARE,,Vendor ID,7550,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","BIG LOTS STORES, INC.",,Vendor ID,7549,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","ORSCHELN FARM & HOME, LLC",,Vendor ID,7551,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",GIBBS TECHNOLOGY,,Vendor ID,7553,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",LIBERTY URGENT CARE,,Vendor ID,7552,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CEC,,Vendor ID,7554,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CHEMICAL UNIVERSE,,Vendor ID,7555,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","RE-VIEW WINDOWS, INC. / ARCHITECTURAL SPECIALTIES, INC. - RV HISTORICAL LLC",,Vendor ID,7556,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","HCI ENERGY, LLC",,Vendor ID,7558,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","GRIMCO, INC. (FKA MIDWEST SIGN & SCREEN PRINTING)",,Vendor ID,7557,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","SYNEXIS, LLC",,Vendor ID,7559,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","APPLEBEES, OLATHE KS",,Vendor ID,7560,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",AMSCO SUPPLY LLC,,Vendor ID,7562,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ARMSTRONG KITCHENS,,Vendor ID,7561,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","WESTSIDE GRILL AND BAR / CHEERS 221, LLC",,Vendor ID,7563,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ENVISION EYECARE,,Vendor ID,7565,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",MATHNASIUM,,Vendor ID,7564,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","LIQUOR HOUZZ / TRIVEDI AND RIAZ, INC.",,Vendor ID,7567,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","SALLY BEAUTY CO., INC.",,Vendor ID,7566,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","PRIDE CLEANERS / MJV-A, LLC",,Vendor ID,7568,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",FIRE HOUSE SUBS,,Vendor ID,7569,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",ART & FRAME WAREHOUSE,,Vendor ID,7570,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",WESTLAKE HARDWARE 54,,Vendor ID,7571,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","DR. ROBERT BROWNE, DDS",,Vendor ID,7572,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","STUDIO 7 / PILATES & BARRE, LLC",,Vendor ID,7573,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",BRYAN CAVE,,Vendor ID,7576,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",UNIVERSAL,,Vendor ID,7575,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",FORWARD AIR,,Vendor ID,7574,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",DPI,,Vendor ID,7578,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",TRILLOGY,,Vendor ID,7577,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",UNIVERSAL STORAGE,,Vendor ID,7579,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC","SOAP BOX / DNS MANAGEMENT COMPANY, INC",,Vendor ID,7581,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",BRAND ADDITION GATEWAY,,Vendor ID,7580,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",GRAIN VALLEY ECONOMIC DEVELOPMENT CORPORATION / GRAIN VALLEY PARTNERSHIP,,Vendor ID,7585,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",RELEVE PERFORMING ARTS / ASHLEY COLLIER,,Vendor ID,7586,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",SUZY Q / BSP ASSETS LLC,,Vendor ID,7582,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",STUDIO 5 BEAUTY BOUTIQUE / JAYCI LYNN STRATTON,,Vendor ID,7587,6a07297dfb05b489b7312724,2026-05-17
"Block Real Estate Services, LLC",CHEEZSTEAK COMPANY / ASMA SHANE,,Vendor ID,7584,6a07297dfb05b489b7312724,2026-05-17
